Drug name,Disease name,Reported Effect,,
Primidone,"Anemia, Hemolytic",side effect,,
Primidone,Aneurysm,side effect,,
Primidone,Anorexia,side effect,,
Primidone,Aortic Aneurysm,side effect,,
Primidone,"Arrhythmias, Cardiac",side effect,,
Primidone,Arterial Occlusive Diseases,side effect,,
Primidone,Mental Disorders,side effect,,
Primidone,Bipolar Disorder,side effect,,
Primidone,Urinary Bladder Diseases,side effect,,
Primidone,Blindness,side effect,,
Primidone,Bone Diseases,side effect,,
Primidone,"Bone Diseases, Endocrine",side effect,,
Primidone,Bone Neoplasms,side effect,,
Primidone,Brain Diseases,side effect,,
Primidone,Bronchopneumonia,side effect,,
Primidone,Burkitt Lymphoma,side effect,,
Primidone,"Carcinoma, Non-Small-Cell Lung",side effect,,
Primidone,"Cardiomyopathy, Alcoholic",side effect,,
Primidone,Cattle Diseases,side effect,,
Primidone,Celiac Disease,side effect,,
Primidone,Cerebellar Neoplasms,side effect,,
Primidone,Cerebral Infarction,side effect,,
Primidone,Colitis,side effect,,
Primidone,Coma,side effect,,
Primidone,Constipation,side effect,,
Primidone,Coxsackievirus Infections,side effect,,
Primidone,Delirium,side effect,,
Primidone,"Dermatitis, Contact",side effect,,
Primidone,"Diabetes Mellitus, Type 2",therapeutic effect,,
Primidone,Digestive System Diseases,side effect,,
Primidone,Disseminated Intravascular Coagulation,side effect,,
Primidone,"Dyskinesia, Drug-Induced",side effect,,
Primidone,Dyspepsia,side effect,,
Primidone,Dyspnea,side effect,,
Primidone,Eclampsia,side effect,,
Primidone,Endometriosis,side effect,,
Primidone,"Epilepsies, Partial",side effect,,
Primidone,Esophagitis,side effect,,
Primidone,Facial Neuralgia,side effect,,
Primidone,Fanconi Syndrome,side effect,,
Primidone,Fetal Distress,side effect,,
Primidone,Fibrosarcoma,therapeutic effect,,
Primidone,Fibromyalgia,therapeutic effect,,
Primidone,Finger Injuries,therapeutic effect,,
Primidone,Flatulence,side effect,,
Primidone,Folliculitis,therapeutic effect,,
Primidone,Food Hypersensitivity,therapeutic effect,,
Primidone,Galactorrhea,side effect,,
Primidone,Gastroesophageal Reflux,side effect,,
Primidone,Gaucher Disease,side effect,,
Primidone,"Glaucoma, Open-Angle",side effect,,
Primidone,Glomerulonephritis,side effect,,
Primidone,Gonadal Dysgenesis,side effect,,
Primidone,Gout,side effect,,
Primidone,Granuloma,side effect,,
Primidone,Head and Neck Neoplasms,side effect,,
Primidone,Hemianopsia,side effect,,
Primidone,Hemophilia A,side effect,,
Primidone,Herpes Genitalis,side effect,,
Primidone,"Histiocytosis, Langerhans-Cell",side effect,,
Primidone,Huntington Disease,side effect,,
Primidone,Disorders of Excessive Somnolence,side effect,,
Primidone,Hyphema,side effect,,
Primidone,Impulse Control Disorders,side effect,,
Primidone,Infection,side effect,,
Primidone,"Infertility, Male",side effect,,
Primidone,Insect Bites and Stings,side effect,,
Primidone,Lactation Disorders,side effect,,
Primidone,Leg Ulcer,side effect,,
Primidone,"Leishmaniasis, Mucocutaneous",side effect,,
Primidone,Muscular Diseases,side effect,,
Primidone,Mycosis Fungoides,side effect,,
Primidone,Myoclonus,side effect,,
Primidone,Myoma,side effect,,
Primidone,"Neoplasm Recurrence, Local",side effect,,
Primidone,Neural Tube Defects,side effect,,
Primidone,Optic Neuritis,side effect,,
Primidone,Pancreatic Diseases,side effect,,
Primidone,Pancreatitis,side effect,,
Primidone,Papilledema,side effect,,
Primidone,"Parkinson Disease, Secondary",side effect,,
Primidone,"Pemphigoid, Bullous",side effect,,
Primidone,Pheochromocytoma,side effect,,
Primidone,Pica,side effect,,
Primidone,Pleural Effusion,side effect,,
Primidone,"Pregnancy Complications, Cardiovascular",side effect,,
Primidone,Pulmonary Embolism,side effect,,
Primidone,Recurrence,side effect,,
Primidone,Reflex Sympathetic Dystrophy,side effect,,
Primidone,Renal Artery Obstruction,side effect,,
Primidone,"Respiratory Distress Syndrome, Adult",side effect,,
Primidone,Sarcoma,side effect,,
Primidone,"Schizophrenia, Catatonic",side effect,,
Primidone,"Shock, Septic",side effect,,
Primidone,Status Epilepticus,therapeutic effect,,
Primidone,Stevens-Johnson Syndrome,side effect,,
Primidone,Stomach Ulcer,side effect,,
Primidone,"Stomatitis, Aphthous",side effect,,
Primidone,"Stress Disorders, Post-Traumatic",side effect,,
Primidone,Tuberous Sclerosis,side effect,,
Primidone,Ventricular Outflow Obstruction,side effect,,
Primidone,Vision Disorders,side effect,,
Primidone,"Panniculitis, Lupus Erythematosus",side effect,,
Primidone,"Panniculitis, Peritoneal",side effect,,
Primidone,Sjogren-Larsson Syndrome,side effect,,
Primidone,Peripheral Vascular Diseases,side effect,,
Primidone,Panic Disorder,side effect,,
Primidone,"Hypertrophy, Right Ventricular",therapeutic effect,,
Primidone,"Skin Diseases, Vascular",side effect,,
Primidone,Systemic Inflammatory Response Syndrome,side effect,,
Primidone,"Carcinoma, Lewis Lung",side effect,,
Primidone,HIV Wasting Syndrome,therapeutic effect,,
Primidone,"Cerebral Hemorrhage, Traumatic",therapeutic effect,,
Primidone,Serotonin Syndrome,side effect,,
Primidone,Parkinsonian Disorders,side effect,,
Primidone,Amaurosis Fugax,side effect,,
Primidone,Metabolic Syndrome X,side effect,,
Primidone,Glucose Metabolism Disorders,side effect,,
Primidone,"Renal Insufficiency, Chronic",side effect,,
Primidone,Mucositis,side effect,,
Primidone,Lethargy,side effect,,
Primidone,Acute Coronary Syndrome,side effect,,
Primidone,Precursor Cell Lymphoblastic Leukemia-Lymphoma,side effect,,
Primidone,Drug-Induced Liver Injury,side effect,,
Probenecid,"High serum cholesterol, familial",side effect,,
Probenecid,Altitude Sickness,side effect,,
Probenecid,"Anemia, Hemolytic, Autoimmune",side effect,,
Probenecid,Autistic Disorder,side effect,,
Probenecid,Berylliosis,side effect,,
Probenecid,Urinary Bladder Calculi,side effect,,
Probenecid,Bone Diseases,side effect,,
Probenecid,Bone Neoplasms,side effect,,
Probenecid,Bronchiectasis,side effect,,
Probenecid,Bronchopneumonia,side effect,,
Probenecid,Cerebellar Neoplasms,side effect,,
Probenecid,Chest Pain,side effect,,
Probenecid,Coxsackievirus Infections,side effect,,
Probenecid,Decompression Sickness,side effect,,
Probenecid,Depressive Disorder,side effect,,
Probenecid,"Diabetes Mellitus, Experimental",side effect,,
Probenecid,Digestive System Diseases,side effect,,
Probenecid,"Dyskinesia, Drug-Induced",side effect,,
Probenecid,Dyspnea,side effect,,
Probenecid,Endometriosis,side effect,,
Probenecid,"Epilepsies, Partial",side effect,,
Probenecid,Esophagitis,side effect,,
Probenecid,Fanconi Syndrome,side effect,,
Probenecid,Fatigue,therapeutic effect,,
Probenecid,Fetal Distress,side effect,,
Probenecid,Head and Neck Neoplasms,side effect,,
Probenecid,Hematuria,therapeutic effect,,
Probenecid,Hyperplasia,side effect,,
Probenecid,"Hypertension, Renal",side effect,,
Probenecid,Inflammation,side effect,,
Probenecid,Lactation Disorders,side effect,,
Probenecid,Leukemia,side effect,,
Probenecid,"Leukomalacia, Periventricular",therapeutic effect,,
Probenecid,Myoma,side effect,,
Probenecid,Opioid-Related Disorders,side effect,,
Probenecid,Nasal Polyps,side effect,,
Probenecid,"Nephrosis, Lipoid",therapeutic effect,,
Probenecid,Neurotic Disorders,side effect,,
Probenecid,Papilledema,side effect,,
Probenecid,Paraplegia,side effect,,
Probenecid,Pemphigus,side effect,,
Probenecid,Peripheral Nervous System Diseases,side effect,,
Probenecid,Polycythemia,side effect,,
Probenecid,"Respiratory Distress Syndrome, Adult",side effect,,
Probenecid,Retinal Vein Occlusion,side effect,,
Probenecid,"Shock, Septic",side effect,,
Probenecid,Stomach Ulcer,therapeutic effect,,
Probenecid,Urinary Calculi,side effect,,
Probenecid,Vision Disorders,side effect,,
Probenecid,Wounds and Injuries,side effect,,
Probenecid,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,therapeutic effect,,
Probenecid,"Lymphoma, B-Cell",therapeutic effect,,
Probenecid,"Lymphoma, Large B-Cell, Diffuse",side effect,,
Probenecid,MELAS Syndrome,side effect,,
Probenecid,Polymyositis,side effect,,
Probenecid,Thrombophilia,side effect,,
Probenecid,Serotonin Syndrome,side effect,,
Probenecid,Metabolic Syndrome X,side effect,,
Probenecid,Familial Hypophosphatemic Rickets,therapeutic effect,,
Probenecid,Acute Coronary Syndrome,side effect,,
Probucol,Anoxia,therapeutic effect,,
Probucol,Blepharospasm,therapeutic effect,,
Probucol,Hematologic Diseases,therapeutic effect,,
Probucol,Hepatic Encephalopathy,therapeutic effect,,
Probucol,Huntington Disease,therapeutic effect,,
Probucol,Hyperaldosteronism,therapeutic effect,,
Probucol,Hyperkalemia,therapeutic effect,,
Probucol,Hypogonadism,therapeutic effect,,
Probucol,Hypokalemia,therapeutic effect,,
Probucol,Hypothermia,therapeutic effect,,
Probucol,Marfan Syndrome,therapeutic effect,,
Probucol,Nasal Polyps,therapeutic effect,,
Probucol,Obesity,therapeutic effect,,
Probucol,Pseudotumor Cerebri,therapeutic effect,,
Probucol,Hypoalbuminemia,therapeutic effect,,
Probucol,Nocturia,therapeutic effect,,
Procainamide,Borderline Personality Disorder,therapeutic effect,,
Procainamide,Coxsackievirus Infections,therapeutic effect,,
Procainamide,Diabetic Nephropathies,therapeutic effect,,
Procainamide,"Esophagitis, Peptic",therapeutic effect,,
Procainamide,Nausea,therapeutic effect,,
Procainamide,Tetanus,therapeutic effect,,
Procainamide,Thromboangiitis Obliterans,therapeutic effect,,
Procainamide,Weight Gain,therapeutic effect,,
Procainamide,"Breast Neoplasms, Male",therapeutic effect,,
Procaine,Esophageal and Gastric Varices,therapeutic effect,,
Procaine,"Leukemia, Plasma Cell",therapeutic effect,,
Procarbazine,Amnesia,side effect,,
Procarbazine,Aneurysm,side effect,,
Procarbazine,Berylliosis,side effect,,
Procarbazine,Blepharospasm,side effect,,
Procarbazine,Bone Neoplasms,side effect,,
Procarbazine,Bronchiolitis,side effect,,
Procarbazine,Cattle Diseases,therapeutic effect,,
Procarbazine,Cerebellar Neoplasms,side effect,,
Procarbazine,Digestive System Diseases,side effect,,
Procarbazine,Dyspepsia,side effect,,
Procarbazine,Dyspnea,side effect,,
Procarbazine,Enuresis,side effect,,
Procarbazine,"Epilepsies, Partial",side effect,,
Procarbazine,Fetal Diseases,side effect,,
Procarbazine,Fever,therapeutic effect,,
Procarbazine,Heart Valve Diseases,therapeutic effect,,
Procarbazine,Hyperaldosteronism,side effect,,
Procarbazine,Hyperlipoproteinemia Type V,side effect,,
Procarbazine,"Hypertension, Renal",side effect,,
Procarbazine,Hypertrophy,therapeutic effect,,
Procarbazine,Leg Ulcer,side effect,,
Procarbazine,Waldenstrom Macroglobulinemia,side effect,,
Procarbazine,Melanoma,side effect,,
Procarbazine,"Meningitis, Pneumococcal",therapeutic effect,,
Procarbazine,Meningoencephalitis,therapeutic effect,,
Procarbazine,Muscle Rigidity,side effect,,
Procarbazine,Myocarditis,therapeutic effect,,
Procarbazine,Papilledema,side effect,,
Procarbazine,Pemphigus,side effect,,
Procarbazine,Pica,side effect,,
Procarbazine,Hyperacusis,side effect,,
Procarbazine,"Shock, Septic",side effect,,
Procarbazine,Sigmoid Neoplasms,side effect,,
Procarbazine,Sleep Deprivation,side effect,,
Procarbazine,Stomach Ulcer,side effect,,
Procarbazine,Child Nutrition Disorders,side effect,,
Procarbazine,Miosis,therapeutic effect,,
Procarbazine,"Toxoplasmosis, Cerebral",side effect,,
Procarbazine,Migraine with Aura,therapeutic effect,,
Procarbazine,Gastrointestinal Stromal Tumors,side effect,,
Procarbazine,"Renal Insufficiency, Chronic",side effect,,
Procarbazine,"Urinary Incontinence, Urge",therapeutic effect,,
Procaterol,Eating Disorders,side effect,,
Procaterol,Atrial Flutter,side effect,,
Procaterol,Blood Coagulation Disorders,side effect,,
Procaterol,"Bone Diseases, Endocrine",therapeutic effect,,
Procaterol,"Brain Damage, Chronic",side effect,,
Procaterol,Central Nervous System Diseases,side effect,,
Procaterol,Cerebellar Neoplasms,side effect,,
Procaterol,"Dermatitis, Contact",side effect,,
Procaterol,"Diabetes Mellitus, Experimental",side effect,,
Procaterol,Fanconi Syndrome,side effect,,
Procaterol,Fibromyalgia,side effect,,
Procaterol,Gonadal Dysgenesis,side effect,,
Procaterol,"Histiocytosis, Langerhans-Cell",side effect,,
Procaterol,"Infertility, Male",side effect,,
Procaterol,Pancreatic Diseases,side effect,,
Procaterol,Polycythemia,side effect,,
Procaterol,Hyperacusis,side effect,,
Procaterol,Rheumatic Heart Disease,side effect,,
Procaterol,"Sinus Thrombosis, Intracranial",side effect,,
Procaterol,Stomatitis,side effect,,
Procaterol,Strongyloidiasis,side effect,,
Procaterol,Retinal Artery Occlusion,side effect,,
Procaterol,Polymyositis,side effect,,
Procaterol,Serotonin Syndrome,side effect,,
Procaterol,Glucose Metabolism Disorders,side effect,,
Procaterol,"Renal Insufficiency, Chronic",side effect,,
Prochlorperazine,"High serum cholesterol, familial",side effect,,
Prochlorperazine,Altitude Sickness,side effect,,
Prochlorperazine,Aneurysm,side effect,,
Prochlorperazine,Aortic Valve Insufficiency,side effect,,
Prochlorperazine,Arterial Occlusive Diseases,side effect,,
Prochlorperazine,Atrial Fibrillation,side effect,,
Prochlorperazine,Atrial Flutter,side effect,,
Prochlorperazine,Autistic Disorder,side effect,,
Prochlorperazine,Behcet Syndrome,side effect,,
Prochlorperazine,Berylliosis,side effect,,
Prochlorperazine,Urinary Bladder Calculi,side effect,,
Prochlorperazine,Blepharospasm,side effect,,
Prochlorperazine,Bone Diseases,side effect,,
Prochlorperazine,Bone Neoplasms,side effect,,
Prochlorperazine,"Brain Damage, Chronic",side effect,,
Prochlorperazine,Brain Diseases,side effect,,
Prochlorperazine,Bronchiectasis,side effect,,
Prochlorperazine,Bronchiolitis,side effect,,
Prochlorperazine,Bronchitis,side effect,,
Prochlorperazine,"Carcinoma, Non-Small-Cell Lung",side effect,,
Prochlorperazine,Cerebellar Neoplasms,side effect,,
Prochlorperazine,Chorea,side effect,,
Prochlorperazine,Colitis,side effect,,
Prochlorperazine,Coma,side effect,,
Prochlorperazine,Coronary Vasospasm,side effect,,
Prochlorperazine,Cystic Fibrosis,side effect,,
Prochlorperazine,Decompression Sickness,side effect,,
Prochlorperazine,Depressive Disorder,side effect,,
Prochlorperazine,Digestive System Diseases,side effect,,
Prochlorperazine,Dyspepsia,side effect,,
Prochlorperazine,Dyspnea,side effect,,
Prochlorperazine,Endometriosis,side effect,,
Prochlorperazine,Enuresis,side effect,,
Prochlorperazine,"Epilepsies, Partial",therapeutic effect,,
Prochlorperazine,Esophagitis,side effect,,
Prochlorperazine,Exanthema,side effect,,
Prochlorperazine,Glomerulonephritis,side effect,,
Prochlorperazine,Gonadal Dysgenesis,side effect,,
Prochlorperazine,Gout,side effect,,
Prochlorperazine,"Rhinitis, Allergic, Seasonal",therapeutic effect,,
Prochlorperazine,Hypertension,side effect,,
Prochlorperazine,"Hypertension, Pulmonary",side effect,,
Prochlorperazine,"Hypertension, Renovascular",side effect,,
Prochlorperazine,Hypertrophy,side effect,,
Prochlorperazine,Hypochondriasis,therapeutic effect,,
Prochlorperazine,Hypolipoproteinemias,therapeutic effect,,
Prochlorperazine,"Hypotension, Orthostatic",therapeutic effect,,
Prochlorperazine,Leg Ulcer,side effect,,
Prochlorperazine,"Leishmaniasis, Mucocutaneous",side effect,,
Prochlorperazine,"Liver Cirrhosis, Experimental",side effect,,
Prochlorperazine,"Liver Neoplasms, Experimental",side effect,,
Prochlorperazine,Mouth Neoplasms,therapeutic effect,,
Prochlorperazine,Multiple Sclerosis,side effect,,
Prochlorperazine,Muscular Diseases,therapeutic effect,,
Prochlorperazine,Mycoses,side effect,,
Prochlorperazine,Myocarditis,side effect,,
Prochlorperazine,Nephrosis,therapeutic effect,,
Prochlorperazine,Oligomenorrhea,side effect,,
Prochlorperazine,"Pain, Intractable",side effect,,
Prochlorperazine,Pancreatic Diseases,side effect,,
Prochlorperazine,Pancreatitis,side effect,,
Prochlorperazine,Papilledema,side effect,,
Prochlorperazine,Paraplegia,side effect,,
Prochlorperazine,"Pemphigoid, Bullous",side effect,,
Prochlorperazine,Personality Disorders,side effect,,
Prochlorperazine,Pheochromocytoma,side effect,,
Prochlorperazine,Pica,side effect,,
Prochlorperazine,Polycythemia,side effect,,
Prochlorperazine,Retinal Vein Occlusion,side effect,,
Prochlorperazine,Retinoblastoma,side effect,,
Prochlorperazine,Sarcoma,side effect,,
Prochlorperazine,"Schizophrenia, Childhood",side effect,,
Prochlorperazine,Sciatica,side effect,,
Prochlorperazine,"Shock, Septic",side effect,,
Prochlorperazine,Sigmoid Neoplasms,side effect,,
Prochlorperazine,"Sinus Thrombosis, Intracranial",side effect,,
Prochlorperazine,Sleep Deprivation,side effect,,
Prochlorperazine,Stomach Ulcer,side effect,,
Prochlorperazine,Thromboangiitis Obliterans,side effect,,
Prochlorperazine,Tinnitus,side effect,,
Prochlorperazine,Vomiting,therapeutic effect,,
Prochlorperazine,Retinal Artery Occlusion,side effect,,
Prochlorperazine,"Panniculitis, Lupus Erythematosus",side effect,,
Prochlorperazine,"Glaucoma, Angle-Closure",side effect,,
Prochlorperazine,Panic Disorder,side effect,,
Prochlorperazine,"Toxoplasmosis, Cerebral",side effect,,
Prochlorperazine,Polymyositis,side effect,,
Prochlorperazine,Exfoliation Syndrome,side effect,,
Prochlorperazine,Neurodegenerative Diseases,side effect,,
Prochlorperazine,Thrombophilia,side effect,,
Prochlorperazine,Neurobehavioral Manifestations,side effect,,
Prochlorperazine,Protein C Deficiency,therapeutic effect,,
Prochlorperazine,Parkinsonian Disorders,side effect,,
Prochlorperazine,Hypoalbuminemia,side effect,,
Prochlorperazine,Congenital Hyperinsulinism,side effect,,
